student_name,branch,year,cgpa,coding_skills,dsa_score,ml_knowledge,frontend_skill,backend_skill,database_skill,cloud_computing,devops_skill,cybersecurity_skill,embedded_c,microcontrollers,arduino_skill,raspberry_pi_skill,rtos_knowledge,embedded_linux,firmware_development,device_drivers,digital_electronics,analog_electronics,pcb_design,circuit_design,vlsi_knowledge,verilog_vhdl,fpga_skill,iot_knowledge,sensor_integration,wireless_protocols,mqtt_protocol,edge_computing,robotics_skill,computer_vision,control_systems,ros_knowledge,communication_skills,leadership_score,problem_solving,teamwork_score,presentation_skill,innovation_score,projects_count,internships,preferred_role
Atharv H. Dutta,Mechanical,2,7.34,54,5,0,0,29,11,25,29,26,63,45,29,51,42,4,9,13,6,6,35,14,0,13,0,40,48,17,15,12,47,70,79,88,32,61,23,68,28,34,4,1,Robotics Engineer
Akhil A. Sheikh,EEE,1,6.89,68,29,35,3,7,20,19,32,49,77,64,82,34,49,74,77,64,70,48,71,79,27,29,54,16,18,28,36,43,0,22,24,23,84,53,51,55,47,56,1,1,Embedded Engineer
Anjali M. Chatterjee,Data Science,3,7.24,96,100,28,18,72,77,51,51,92,48,25,24,9,33,22,35,31,38,15,32,28,31,60,29,15,1,0,51,31,26,34,30,18,66,66,73,64,23,44,3,1,Cybersecurity Analyst
Pranav S. Iyengar,EEE,4,6.9,67,54,70,13,5,85,59,45,0,27,21,11,16,12,22,12,32,0,4,0,0,23,35,13,14,0,25,40,12,36,82,34,26,67,53,44,56,26,14,7,2,ML Engineer
Rahul V. Iqbal,AI,4,7.17,54,71,20,18,84,45,36,40,75,9,19,31,24,45,46,36,8,26,8,5,7,24,2,20,0,40,31,19,16,11,29,43,1,62,77,54,73,24,39,7,3,Cybersecurity Analyst
Gayathri P. Varma,AI&DS,2,6.81,47,55,11,46,59,47,66,38,76,22,11,9,24,16,27,46,0,20,14,32,10,30,12,26,2,25,8,34,33,22,12,3,2,70,51,33,53,37,30,5,1,Cybersecurity Analyst
Diya M. Hegde,ECE,3,7.61,77,37,21,38,28,13,0,32,28,55,63,52,53,20,54,22,36,27,6,0,2,12,23,0,80,85,79,74,51,8,36,17,0,72,79,37,45,44,56,4,0,IoT Engineer
Kritika J. Mukherjee,IT,4,7.23,67,49,24,73,51,43,62,45,43,5,36,21,29,5,14,28,23,25,21,24,19,10,22,49,11,13,25,13,28,29,17,14,0,45,47,36,43,18,36,9,1,Full Stack Developer
Pallavi R. Hegde,Civil,1,6.92,45,22,38,15,11,35,69,47,21,81,57,47,32,11,83,13,20,8,32,16,7,37,23,17,59,89,80,72,74,40,23,5,21,60,100,27,96,36,23,2,1,IoT Engineer
Akhil Y. Mehta,EEE,4,7.35,79,25,32,30,5,7,39,41,40,92,71,89,21,44,52,77,64,71,34,49,93,0,35,25,30,19,33,10,0,39,28,34,24,58,78,46,85,45,39,6,3,Embedded Engineer
Nithin U. Nayak,Mechanical,2,7.0,80,20,2,41,57,29,44,0,0,73,76,69,65,35,40,22,26,0,12,15,25,11,41,9,69,85,77,71,58,16,30,41,41,62,85,29,53,40,31,4,2,IoT Engineer
Riya S. Khan,IT,3,6.53,69,73,74,8,31,77,43,21,28,57,27,17,45,4,0,21,15,8,18,21,0,1,19,57,7,27,9,1,36,43,58,24,20,65,89,61,79,55,18,4,3,ML Engineer
Karthik H. Ansari,Civil,2,6.29,64,9,14,30,10,26,32,28,12,70,41,65,45,39,21,2,6,49,4,25,0,2,19,4,53,45,7,37,20,100,68,70,81,46,67,42,86,11,31,4,0,Robotics Engineer
Vinay S. Saha,EEE,1,6.53,66,67,32,22,100,86,73,50,51,41,64,36,7,29,21,6,15,20,24,0,4,7,14,8,31,24,32,6,0,12,11,61,9,53,72,69,67,39,1,4,1,Backend Developer
Mihika Y. Ranganathan,CSBS,1,6.78,76,12,10,20,31,16,24,0,17,75,8,14,14,15,0,27,54,45,68,55,52,56,81,72,23,10,17,0,19,31,32,59,12,41,41,29,53,0,15,3,1,VLSI Engineer
Varsha R. Chowdary,CSE,3,7.02,79,27,28,26,23,33,22,35,28,44,32,16,22,3,41,18,55,94,70,39,84,67,69,66,0,19,2,31,0,4,18,36,0,54,72,31,52,23,11,7,1,VLSI Engineer
Rohit V. Prasad,CSBS,1,6.8,47,96,22,65,78,77,58,50,31,22,61,7,15,38,30,15,0,0,32,12,15,21,17,29,17,0,8,0,29,16,17,28,36,82,44,64,62,44,27,3,0,Full Stack Developer
Advait B. Nair,ECE,2,6.63,62,0,18,36,43,16,9,0,15,51,88,41,61,0,40,0,12,27,24,9,17,22,21,13,69,72,53,68,47,6,18,41,11,46,97,10,78,44,16,4,2,IoT Engineer
Manish A. Qureshi,AI,3,6.88,75,0,0,20,32,35,0,18,24,65,43,61,7,28,24,33,32,20,0,27,49,24,8,0,56,70,21,10,34,80,70,70,93,57,70,22,84,30,0,6,1,Robotics Engineer
Pooja P. Atluri,Mechanical,2,7.08,88,0,31,14,9,24,26,44,28,58,80,65,81,35,39,8,19,24,23,32,15,37,19,37,66,74,58,73,81,27,44,58,33,38,31,20,76,0,32,6,1,IoT Engineer
Yuvan R. Iyer,Civil,1,7.47,54,13,30,41,26,27,33,41,31,76,77,65,51,10,62,42,44,24,37,22,6,46,0,34,95,75,60,60,46,6,1,25,47,89,57,12,73,57,17,5,1,IoT Engineer
Lakshya P. Saladi,AI,4,7.29,70,70,70,24,34,64,53,29,36,0,12,0,12,28,26,37,13,31,0,24,16,16,1,6,5,26,6,26,31,29,50,2,18,79,82,49,66,21,19,4,3,ML Engineer
Meghana Y. Chawla,AI,2,6.75,70,11,10,23,33,7,24,41,25,73,23,37,27,16,12,23,2,21,12,0,0,22,22,9,59,60,23,0,22,82,47,52,64,58,51,23,56,23,27,5,1,Robotics Engineer
Sanjay M. Satyanarayana,AI&DS,1,6.9,73,17,5,48,26,34,26,29,12,71,26,51,24,12,0,25,32,33,26,17,13,25,6,20,42,40,11,0,33,70,67,65,52,79,60,31,70,45,10,3,1,Robotics Engineer
Lasya D. Subramanian,Mechanical,2,7.05,71,24,24,8,26,23,23,26,28,87,83,61,45,76,53,78,95,75,64,67,72,16,16,39,40,24,22,19,24,37,0,2,38,77,36,8,75,53,21,4,2,Embedded Engineer
Arjun C. Bhat,Data Science,2,7.09,69,65,79,20,14,70,55,14,24,7,0,26,0,4,9,29,3,46,15,48,12,29,8,17,21,0,16,17,18,21,76,16,46,78,64,42,44,43,18,6,1,ML Engineer
Raghav R. Mukherjee,CSBS,1,6.83,63,66,42,9,74,49,27,59,62,17,30,21,8,15,0,13,10,30,1,10,3,33,0,0,21,0,34,35,14,38,46,1,32,38,73,57,46,6,10,5,1,Cybersecurity Analyst
Deepika J. Srinivasan,AI&DS,2,6.2,92,70,16,33,77,78,61,38,56,37,27,16,0,25,21,17,39,45,0,19,0,41,6,23,1,22,37,30,23,41,17,37,52,45,37,66,69,19,39,5,2,Backend Developer
Karthik Y. Koneru,IT,4,7.59,76,85,27,33,80,73,60,62,56,37,34,28,37,21,27,21,21,25,40,50,19,20,1,34,29,0,15,0,14,38,11,19,13,50,54,82,51,16,50,8,2,Cybersecurity Analyst
Aryan S. Chowdary,IT,2,6.57,49,45,0,29,58,39,61,33,45,24,23,7,9,10,21,9,0,4,18,17,35,26,4,40,12,43,31,33,32,0,24,0,13,82,75,33,70,57,24,6,1,Backend Developer
Suraj R. Mehta,ECE,4,7.71,63,19,35,0,1,18,28,23,0,86,57,29,34,41,57,60,43,68,66,56,65,20,31,57,22,11,30,34,39,39,2,26,24,69,73,30,64,28,39,5,2,Embedded Engineer
Vinay V. Saha,CSBS,1,7.14,54,71,28,76,74,30,83,47,0,14,34,13,11,19,10,35,15,16,39,46,0,40,10,15,44,12,6,22,0,25,32,12,0,47,49,66,64,10,31,3,1,Full Stack Developer
Kiara V. Banerjee,IT,3,7.03,99,83,77,22,10,78,76,27,31,16,36,41,37,33,22,5,48,20,27,10,0,23,18,20,37,49,8,29,28,38,77,24,48,26,60,77,63,34,58,3,1,ML Engineer
Saiya R. Nayak,Civil,3,7.12,82,9,30,50,48,9,24,43,40,95,29,34,22,41,18,33,47,81,77,51,68,82,73,86,29,5,30,57,18,10,48,31,0,71,73,26,61,45,8,7,2,VLSI Engineer
Sai M. Kompella,EEE,1,7.39,68,24,26,38,40,17,24,14,33,76,69,48,36,12,17,42,3,42,29,34,32,4,14,30,20,30,44,17,22,82,74,76,72,50,57,33,78,19,23,0,0,Robotics Engineer
Sanjana S. Pillai,Mechanical,1,6.33,73,26,21,34,0,28,6,38,40,68,47,42,21,0,16,32,15,26,32,0,0,12,42,21,49,55,14,23,29,50,57,75,81,59,49,29,84,48,19,5,1,Robotics Engineer
Raghav V. Naidu,Civil,1,6.75,42,11,1,6,1,6,6,10,31,39,3,13,25,0,8,27,45,64,51,34,68,57,62,72,10,43,2,3,14,25,0,60,6,60,29,29,74,29,16,3,1,VLSI Engineer
Darshan V. Pawar,Mechanical,2,6.91,89,93,28,100,72,64,57,60,39,28,41,10,11,29,24,43,37,19,10,34,19,0,26,29,40,33,20,20,34,26,46,18,10,63,69,63,86,9,35,5,1,Full Stack Developer
Advait R. Patil,Civil,4,7.47,59,18,19,25,39,29,17,10,14,58,54,47,0,11,30,21,3,26,45,28,32,12,26,8,57,62,15,36,31,67,57,44,79,37,83,34,50,23,48,8,3,Robotics Engineer
Rahul N. Varma,AI,2,7.12,72,70,30,20,55,60,45,49,54,14,34,0,16,42,17,24,0,46,14,21,31,21,0,26,34,12,9,23,64,24,51,20,36,60,54,40,47,42,20,4,1,Backend Developer
Deepika U. Prasad,Civil,3,7.79,71,31,20,41,0,30,39,19,38,64,81,55,12,30,39,5,13,8,4,30,38,17,20,48,45,57,16,32,7,100,68,67,76,60,62,16,84,31,14,8,2,Robotics Engineer
Karthik D. Gadde,AI,3,6.64,79,71,25,15,59,71,51,43,57,12,24,8,0,20,10,22,17,23,28,24,37,0,7,4,43,17,24,33,8,45,41,37,45,73,47,69,46,41,35,6,2,Cybersecurity Analyst
Viniya T. Nambiar,Civil,4,6.84,73,42,13,28,74,43,27,46,70,7,19,0,0,42,22,39,13,16,39,22,62,28,0,26,1,17,24,39,11,9,38,51,27,73,97,37,50,39,34,5,3,Cybersecurity Analyst
Ishita D. Khan,AI,3,7.64,75,67,42,13,70,65,54,38,87,37,30,32,7,17,0,43,15,3,1,10,26,13,22,16,21,26,23,23,14,0,20,27,19,35,57,60,69,29,38,6,1,Cybersecurity Analyst
Hrithik A. Naidu,CSE,4,7.07,74,59,27,82,62,57,43,55,11,10,0,25,23,32,0,44,41,0,21,19,0,31,6,26,19,54,18,7,18,15,36,9,33,37,89,62,76,18,23,6,2,Full Stack Developer
Nandini J. Menon,Civil,4,7.22,75,49,52,19,45,12,18,21,3,75,62,81,10,11,69,2,10,33,2,21,41,36,27,8,71,65,18,27,36,81,74,89,88,43,71,43,81,43,44,7,2,Robotics Engineer
Vishal U. Bose,EEE,1,6.6,56,72,51,59,84,45,52,72,83,33,34,0,0,34,22,13,6,20,47,0,0,26,30,17,17,25,13,18,6,22,29,32,25,64,62,41,62,32,32,3,0,Cybersecurity Analyst
Varsha U. Ansari,ECE,2,7.21,65,24,54,7,70,53,40,70,47,17,21,11,43,33,21,20,28,30,25,40,25,0,42,47,16,33,35,32,37,17,44,16,57,60,33,29,92,51,32,6,0,Cloud Engineer
Suraj M. Sethi,EEE,1,7.22,61,29,35,14,17,0,34,12,15,93,31,56,22,19,29,29,25,11,34,26,14,16,19,37,57,40,37,9,0,73,78,90,39,64,57,42,89,11,30,2,1,Robotics Engineer
Aditi N. Saha,CSBS,4,7.52,57,68,56,27,80,94,47,72,74,0,22,32,15,14,21,18,8,11,0,21,32,2,4,29,16,29,6,27,41,19,26,21,3,54,53,59,62,39,36,11,2,Backend Developer
Darshan N. Mehta,Civil,1,6.75,72,79,26,66,65,80,70,65,0,33,58,34,18,0,8,50,10,37,43,21,32,18,33,1,29,16,17,6,16,39,29,28,20,59,54,64,85,24,36,5,2,Full Stack Developer
Rhea N. Mehta,Data Science,1,6.95,68,30,37,29,7,30,12,20,38,41,13,25,50,19,33,21,52,63,77,69,84,72,91,75,34,26,28,18,2,19,16,67,19,50,59,46,62,27,54,2,1,VLSI Engineer
Anirudh H. Joshi,Civil,1,7.09,67,30,14,35,0,18,10,23,29,81,57,48,15,28,58,79,72,76,32,45,57,13,0,0,53,13,42,13,7,19,3,39,27,36,61,35,60,16,14,3,0,Embedded Engineer
Sakshi G. Das,EEE,4,7.29,87,15,0,42,23,11,36,33,27,74,79,81,49,27,63,29,28,18,13,22,17,7,18,40,93,76,53,95,76,23,44,62,40,57,77,35,59,27,24,7,3,IoT Engineer
Meghana P. Satyanarayana,Data Science,1,6.79,66,62,78,21,45,42,56,13,19,0,26,0,0,7,33,15,2,0,27,23,8,8,9,35,6,26,17,8,5,1,55,41,38,82,50,54,42,55,36,4,1,ML Engineer
Lasya M. Dutta,Data Science,3,6.64,82,31,37,0,17,31,0,8,6,83,56,66,8,18,5,0,10,21,28,0,35,18,9,50,61,66,23,28,35,76,86,70,71,41,63,42,92,36,34,6,1,Robotics Engineer
Vihaan U. Gadde,IT,2,6.74,44,29,5,39,70,58,79,41,43,21,33,9,2,3,30,8,47,36,48,8,7,14,0,12,0,8,26,15,33,23,8,20,19,41,66,28,61,37,22,4,2,Cloud Engineer
Dhruv U. Babu,AI&DS,4,6.92,91,97,27,48,85,50,43,33,74,20,0,32,10,29,10,36,23,13,38,4,0,12,21,11,12,7,21,6,16,31,3,17,52,23,47,83,73,14,30,7,2,Cybersecurity Analyst
Meera Y. Sinha,ECE,1,6.55,59,0,11,43,25,32,23,0,12,77,93,56,37,52,45,83,93,65,52,49,87,49,43,20,27,65,45,39,29,38,4,46,34,24,43,16,53,20,47,2,0,Embedded Engineer
Advait H. Satyanarayana,Civil,4,7.72,78,41,42,20,18,15,56,30,50,72,95,59,54,17,49,27,41,41,43,19,25,0,38,23,90,62,58,62,50,10,38,42,34,51,83,45,87,8,42,8,3,IoT Engineer
Aakash K. Nambiar,CSE,1,6.66,76,65,21,58,69,77,38,36,2,6,7,37,15,26,31,21,1,48,12,39,41,7,6,24,30,11,45,38,22,21,1,18,17,52,11,60,63,38,26,3,1,Full Stack Developer
Karthik A. Krishnamurthy,AI,4,7.05,67,0,9,40,3,44,2,13,24,56,0,18,45,0,31,35,52,68,77,33,80,67,75,46,21,39,27,18,48,4,15,33,0,59,57,19,77,27,30,9,3,VLSI Engineer
Charitha D. Pawar,CSBS,4,7.27,43,77,26,75,54,48,83,36,14,6,33,18,8,41,14,17,28,11,16,4,26,33,27,36,25,50,38,26,42,0,0,25,54,24,55,64,63,0,32,5,2,Full Stack Developer
Aditya Y. Pillai,ECE,4,7.24,64,23,0,16,4,11,42,35,27,70,64,87,27,42,26,11,36,9,0,17,21,22,19,33,52,80,21,21,34,65,58,54,56,58,55,31,64,34,30,4,2,Robotics Engineer
Pooja D. Subramanian,Mechanical,2,6.23,85,22,31,32,4,9,8,19,12,84,51,42,0,38,21,42,6,10,14,20,16,30,35,21,48,61,28,26,23,61,82,43,87,65,43,39,67,40,41,5,2,Robotics Engineer
Ishaan G. Krishnan,IT,3,6.93,67,80,16,74,66,73,41,48,35,41,11,40,11,15,31,0,33,31,12,12,28,12,0,20,28,2,21,21,51,6,18,15,28,69,81,49,81,45,31,6,3,Full Stack Developer
Nandini L. Krishnan,AI,3,7.44,58,78,36,25,60,70,53,58,52,0,16,30,16,46,4,19,17,53,39,23,33,10,40,12,22,44,31,3,40,18,4,15,10,88,74,38,66,52,30,3,2,Backend Developer
Riya S. Shah,Data Science,4,7.22,83,27,3,31,24,58,13,18,21,62,49,0,32,19,25,6,76,67,59,33,96,77,75,74,23,28,20,19,19,37,8,76,35,40,67,34,64,17,16,8,2,VLSI Engineer
Sachin N. Saladi,IT,4,6.89,90,67,21,88,92,89,75,55,8,39,7,32,47,17,23,33,10,34,13,56,18,18,30,26,29,27,7,31,16,4,18,18,23,61,62,46,57,42,36,7,2,Full Stack Developer
Sai B. Krishnan,CSE,2,6.8,70,28,27,9,11,20,35,29,0,42,10,30,3,71,24,25,72,85,76,83,100,87,80,92,36,60,0,20,16,38,8,47,18,56,76,36,57,42,44,8,1,VLSI Engineer
Mohan N. Chowdary,AI,3,6.46,38,21,19,32,0,30,0,23,52,57,9,40,2,10,0,19,43,54,48,28,79,65,81,61,28,26,25,16,29,10,21,19,22,47,30,13,65,7,4,5,2,VLSI Engineer
Sagar P. Dutta,EEE,1,6.91,59,35,13,0,0,23,23,11,37,57,75,60,23,49,53,83,71,49,22,42,76,23,34,29,24,29,20,12,15,11,50,44,21,45,43,45,62,40,39,3,1,Embedded Engineer
Radhika M. Gupta,Mechanical,3,7.43,72,6,0,19,30,29,43,25,45,75,50,79,19,6,70,11,31,41,49,13,10,28,39,52,36,50,49,29,20,67,51,79,78,90,60,1,46,47,39,6,2,Robotics Engineer
Samhita R. Sethi,AI,1,6.96,69,69,82,11,12,50,47,0,1,20,0,43,36,29,14,34,36,27,40,49,16,15,28,32,31,16,21,28,47,37,73,26,44,81,42,53,63,29,41,3,1,ML Engineer
Lakshmi Y. Rao,IT,4,7.13,70,4,27,0,54,43,29,37,30,42,42,17,30,58,13,30,35,84,84,63,71,86,68,77,31,18,42,9,17,35,8,60,2,72,42,32,44,45,29,8,2,VLSI Engineer
Lakshmi C. Sharma,CSE,3,7.13,89,23,9,15,34,43,10,0,32,59,16,10,29,0,33,0,58,73,89,48,61,54,70,68,34,18,35,24,26,23,34,57,21,82,97,39,73,47,25,7,3,VLSI Engineer
Yash P. Malhotra,ECE,4,6.88,56,23,33,0,64,37,54,77,64,16,17,22,27,33,0,9,15,12,0,35,16,4,0,0,45,45,33,50,9,4,27,16,10,58,64,23,45,27,0,7,1,Cloud Engineer
Mihika P. Kulkarni,CSBS,4,6.96,74,89,20,0,90,76,62,51,59,21,35,34,33,35,12,24,42,20,20,20,43,27,19,30,23,15,3,48,6,19,5,15,16,77,33,60,63,37,29,9,2,Backend Developer
Keerthana D. More,AI&DS,1,7.58,85,100,10,45,59,78,47,39,49,35,39,13,12,12,32,0,24,36,58,33,26,37,51,33,31,0,49,16,13,21,29,45,7,81,75,78,49,42,38,3,1,Backend Developer
Amrita S. Subramanian,CSE,2,6.8,78,85,9,6,82,74,51,61,31,17,15,22,14,1,34,0,29,7,33,27,30,41,36,0,45,41,28,12,30,7,42,19,11,74,76,52,92,37,43,2,2,Backend Developer
Aditi U. Joshi,ECE,1,7.45,74,46,17,54,28,20,29,20,24,66,91,57,73,37,72,30,26,23,23,58,43,8,51,39,63,72,74,71,68,39,34,27,30,63,92,52,44,29,31,3,1,IoT Engineer
Anjali C. Pillai,ECE,1,6.82,61,13,43,16,36,2,38,38,9,62,78,40,21,51,49,74,65,70,48,17,55,25,33,45,17,0,9,0,41,14,11,13,16,92,9,31,58,51,50,2,1,Embedded Engineer
Vidya Y. Jadhav,Mechanical,3,6.75,79,24,33,6,20,0,0,43,32,67,39,37,16,7,23,14,14,0,42,20,18,7,33,24,48,50,23,36,46,62,77,75,73,35,67,33,86,17,33,8,3,Robotics Engineer
Vishal D. Atluri,AI,3,6.31,73,13,23,20,18,18,16,38,0,17,12,19,29,8,41,4,27,43,60,42,65,73,69,54,23,10,10,13,21,12,34,40,40,85,60,18,58,41,31,7,1,VLSI Engineer
Kartikeya K. Srinivasan,ECE,1,6.29,95,25,5,31,26,12,23,19,6,50,68,78,0,49,69,78,82,77,34,72,79,18,62,45,35,3,28,11,19,11,14,15,15,46,66,40,74,15,28,2,1,Embedded Engineer
Pranav P. Varma,Mechanical,2,6.94,89,11,22,30,29,12,63,8,50,100,42,44,33,24,33,31,18,32,19,44,14,47,0,29,72,62,19,29,47,76,85,83,63,70,39,25,79,46,35,4,2,Robotics Engineer
Rahul A. Shah,EEE,4,6.46,59,66,37,28,84,71,61,57,40,18,18,0,46,19,54,15,24,11,11,16,15,25,15,12,20,25,30,23,27,12,4,24,25,56,59,48,72,11,32,8,2,Backend Developer
Divya D. Patil,EEE,4,7.45,74,34,44,28,12,24,57,14,0,51,44,39,24,50,16,47,20,25,40,23,21,40,28,11,60,59,13,28,26,78,79,87,91,60,59,51,72,34,50,7,2,Robotics Engineer
Mohan S. Hegde,ECE,3,6.86,92,75,59,35,48,97,66,33,10,32,39,23,20,20,0,25,12,38,31,15,12,37,19,16,38,0,36,30,13,21,85,2,35,25,33,61,28,26,50,3,3,ML Engineer
Rohan U. Sen,Data Science,2,7.43,100,100,69,10,15,93,35,26,34,33,34,19,12,36,23,13,34,26,12,57,39,37,22,24,23,7,19,24,15,11,76,25,46,46,46,77,38,21,56,2,2,ML Engineer
Aryan T. Patel,AI&DS,3,6.69,69,48,37,26,13,28,42,28,26,59,82,56,68,0,81,33,17,34,4,20,24,15,15,19,79,65,73,58,70,20,25,21,39,42,48,36,83,0,43,7,2,IoT Engineer
Aryan P. Krishnamurthy,IT,1,7.02,68,62,86,42,23,86,39,12,35,28,21,27,10,29,34,6,20,28,32,9,43,22,5,38,19,1,0,15,25,18,78,22,5,64,46,48,48,24,31,0,1,ML Engineer
Tanvi N. Iyer,Data Science,2,7.12,71,11,19,18,25,18,19,56,48,56,48,18,20,43,0,20,54,68,49,54,62,79,81,77,10,15,0,14,7,43,53,23,2,57,63,20,60,13,22,5,2,VLSI Engineer
Nikhil N. Gowda,Data Science,3,7.19,47,22,9,7,31,14,13,11,22,79,29,41,14,16,45,57,60,85,53,56,54,91,59,63,37,44,60,0,25,17,49,39,30,76,75,25,70,55,34,5,2,VLSI Engineer
Nikhil L. Chowdary,ECE,1,6.56,88,81,72,37,0,84,68,0,28,8,39,14,16,0,6,4,6,23,39,0,32,23,6,13,18,23,0,65,36,15,57,17,6,57,47,52,71,28,14,2,1,ML Engineer
Vishal K. Verma,Civil,1,7.35,88,24,8,11,53,47,70,67,66,19,13,33,21,11,46,36,11,45,19,40,19,39,40,4,36,7,21,33,0,18,28,12,38,72,54,48,64,30,12,3,1,Cloud Engineer
Meera G. Krishnan,Civil,4,6.94,78,19,18,35,21,23,31,0,21,55,55,26,25,24,26,0,35,39,29,5,4,18,24,25,47,69,22,34,13,76,97,59,65,53,54,44,57,34,38,6,3,Robotics Engineer
Aparna N. Sharma,ECE,2,7.38,100,70,64,19,19,89,44,20,21,16,32,35,18,18,2,0,36,40,10,41,0,18,14,5,46,27,45,24,27,24,86,35,49,73,91,71,53,21,16,6,2,ML Engineer
Saiya K. Satyanarayana,AI,1,7.3,57,73,20,67,58,85,64,43,14,58,25,16,26,19,17,1,41,20,15,4,34,20,26,27,6,30,30,2,0,26,7,7,22,74,29,44,69,49,6,3,2,Full Stack Developer
Anirudh V. Kapoor,Mechanical,2,7.07,94,43,0,30,25,15,58,27,8,63,100,56,19,92,29,68,100,83,49,48,86,22,23,35,42,40,11,3,22,2,21,24,54,67,66,62,45,36,46,2,1,Embedded Engineer
Tanvi S. Peddireddy,Civil,4,7.61,71,40,37,27,26,33,44,33,0,55,14,58,27,23,6,13,61,62,68,38,54,76,62,39,11,27,19,16,14,7,21,42,38,75,62,44,68,35,18,8,2,VLSI Engineer
Tejas D. Kompella,AI,4,7.2,66,92,0,21,91,99,56,48,42,3,37,34,18,36,33,46,26,23,17,55,15,30,26,39,50,9,30,14,27,43,41,16,10,41,58,56,32,32,33,8,1,Backend Developer
Bhavya S. Verma,Data Science,3,6.72,67,89,69,12,4,81,71,4,26,3,14,0,23,0,14,1,26,36,25,31,16,20,28,33,15,25,17,22,0,34,80,5,14,88,35,64,51,42,30,7,2,ML Engineer
Ishaan M. Krishnan,AI,4,7.05,61,57,62,14,17,55,54,26,8,24,19,11,0,15,18,3,3,15,7,15,24,11,25,0,30,24,26,4,9,13,78,31,8,38,97,53,58,27,25,6,3,ML Engineer
Rohan K. Nandi,Civil,2,7.05,67,38,15,52,39,33,20,29,31,64,99,57,56,16,42,10,47,24,0,34,21,17,10,30,77,71,88,66,56,45,18,19,42,41,29,28,77,19,0,5,2,IoT Engineer
Aparna S. Murthy,Civil,3,6.68,72,22,17,25,12,39,64,20,38,81,46,44,0,16,11,8,33,37,44,23,42,29,40,18,52,51,33,22,19,50,86,54,61,57,48,14,71,21,15,5,2,Robotics Engineer
Rohan C. Nayak,AI&DS,2,6.61,86,92,55,28,0,87,82,20,23,30,23,39,15,37,31,7,32,40,23,37,8,18,35,15,30,24,23,23,37,44,89,0,45,42,84,82,67,26,54,6,1,ML Engineer
Amrita N. Gupta,AI,3,6.64,70,59,19,50,59,46,50,50,45,37,9,6,23,36,16,21,0,43,0,7,13,36,0,52,21,11,0,33,13,37,10,8,26,64,74,58,72,21,32,7,1,Cybersecurity Analyst
Dev H. Ranganathan,CSE,4,7.08,88,24,36,24,21,17,17,5,17,44,28,27,1,36,28,13,39,74,66,48,85,66,90,67,4,10,32,17,11,28,56,57,45,38,83,32,50,17,33,7,4,VLSI Engineer
Keerthana V. Peddireddy,CSBS,1,6.55,71,93,11,56,48,59,35,68,23,9,0,58,11,38,30,11,24,20,51,38,26,10,13,24,7,31,14,26,9,54,37,17,37,93,30,66,70,36,31,4,2,Full Stack Developer
Tanvi B. Ghosh,IT,1,6.96,58,45,18,7,49,53,46,21,27,16,19,47,1,15,26,20,43,8,38,33,14,3,27,53,34,60,0,24,22,9,31,33,20,44,34,44,59,5,37,3,1,Backend Developer
Arjun D. Sinha,CSE,3,6.76,85,54,17,58,68,60,45,47,24,16,16,11,11,23,26,9,14,51,11,9,10,18,35,21,37,22,35,0,0,33,29,13,29,63,81,39,90,14,61,3,3,Full Stack Developer
Vinay M. Krishnamurthy,Mechanical,4,6.88,81,75,48,89,77,76,57,55,20,0,19,8,16,20,56,49,36,20,23,21,28,5,26,63,11,8,39,16,47,34,21,25,10,47,70,60,63,21,51,8,2,Full Stack Developer
Vidya T. Prasad,AI&DS,3,7.04,83,10,48,24,2,34,18,30,39,69,48,35,72,8,35,8,17,19,21,12,32,13,16,11,70,49,73,53,52,35,1,27,32,45,70,18,72,15,33,8,2,IoT Engineer
Kiara M. Naidu,AI,1,6.75,85,67,9,50,79,51,52,39,71,12,38,37,34,0,15,44,41,4,16,20,17,0,36,38,10,25,38,37,10,28,6,25,10,29,73,56,57,20,46,5,3,Backend Developer
Vinay P. Saha,AI&DS,4,7.47,67,65,63,44,43,58,65,39,35,20,19,27,27,1,15,16,14,3,34,9,19,29,42,0,12,21,10,20,9,14,51,11,33,70,36,53,51,57,25,7,2,ML Engineer
Gayathri A. Raju,EEE,4,7.12,86,34,57,46,34,38,27,44,34,80,71,52,0,52,39,88,75,78,72,48,74,0,45,30,33,28,0,12,27,33,17,25,5,70,72,52,75,14,29,7,2,Embedded Engineer
Sakshi J. Khanna,EEE,1,6.99,87,25,44,47,10,23,23,18,0,76,71,44,39,6,51,15,30,50,58,36,40,30,21,27,100,60,75,81,49,40,22,34,27,54,56,26,51,42,23,2,2,IoT Engineer
Sai U. Bose,AI&DS,2,7.34,62,88,73,22,36,69,38,39,3,46,26,10,13,24,31,23,30,6,6,41,26,16,53,34,14,22,15,5,19,34,77,25,26,49,40,58,69,22,34,3,1,ML Engineer
Diya A. Kapoor,Data Science,2,6.89,58,53,62,0,18,57,24,27,30,20,10,4,35,32,10,0,11,3,14,8,31,4,29,0,20,18,0,22,34,26,63,20,6,46,20,40,56,44,21,5,2,ML Engineer
Janani K. Reddy,Civil,3,7.41,83,55,40,7,23,15,0,0,12,66,89,62,71,33,31,24,20,28,27,0,19,25,22,25,86,75,87,81,51,20,18,13,24,71,39,59,61,28,46,6,3,IoT Engineer
